SITE_NAME,LATITUDE_NAD83,LONGITUDE_NAD83,TEMP_C,pH_lab_weighted,TOTAL_DEPTH_M
NWIS Well 015S044E36K003M,36.60661,-117.14090,28,9,
NWIS Well 015S044E36K001M,36.60661,-117.14701,30.6,7.7,
NWIS Well 015S044E36K001M,36.60661,-117.14701,30.5,7.6,
NWIS Spring  (B- 1- 1)25dbb-S1,40.79133,-111.90105,42,8,243.9
NWIS Well 026 N36 E26 18BAC 1,41.02157,-119.06434,15.8,7.7,
USGS FWA-7 Well,39.66352,-119.14711,14.5,7.6,
NWIS Well 015S044E36K003M,36.60661,-117.14090,27.8,7.8,
NWIS Well 015S044E36K003M,36.60661,-117.14090,29,7.5,
NWIS Well 015S044E36J006M,36.60661,-117.14284,27.5,7.8,
NWIS Well 015S044E36J006M,36.60661,-117.14284,29.3,7.6,
NWIS Well 015S044E36K005M,36.60633,-117.14534,29,7.3,
USBR Well PG224 - Tailings Pond,36.07748,-114.99888,22,7.3,
USBR Well PG224 - Tailings Pond,36.07748,-114.99888,22,7.3,
NWIS Well  (B- 1- 2)32bcb- 3,40.77856,-112.10078,15,7.7,243
NWIS Well  (B- 1- 2)32bcb- 2,40.77856,-112.10078,20,8,240.9
NWIS Well  (B- 5- 9)22acd- 1,41.22632,-112.85081,,7.3,2997.6
USGS Well BRD 21A,40.99490,-119.00990,28,7.7,
Desert Peak Geothermal Injection Well,39.75971,-118.92659,40,8.07,
NWIS Well 015S044E36K003M,36.60661,-117.14090,30,8.1,
NWIS Well 015S044E36K003M,36.60661,-117.14090,29,7.7,
NWIS Well 015S044E36K004M,36.60661,-117.13979,28,8.9,
NWIS Well 015S044E36K004M,36.60661,-117.13979,29,7.6,
NWIS Well 015S044E36K003M,36.60661,-117.14090,28,7.8,
USBR Well PG224 - Tailings Pond,36.07748,-114.99888,21.5,7.1,
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,28,7.8,
NWIS Well 15S 26E 12ACC1,42.13353,-113.36444,25.5,7.8,
USGS WELL #86,40.74743,-113.73361,21.1,7,231.7
NWIS Well 015S044E36K001M,36.60661,-117.14701,28.5,8.5,
NWIS Well 015S044E36K004M,36.60661,-117.13979,28.1,7.7,
NWIS Well 015S044E36K003M,36.60661,-117.14090,29.5,7.2,
NWIS Well 015S044E36K001M,36.60661,-117.14701,28.9,7.4,25.3
NWIS Well 015S044E36K005M,36.60633,-117.14534,28,8.5,
NWIS Well 015S045E31M001M,36.60745,-117.13506,29.5,7.5,
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,25,8.2,
Cold Spring - Hot Springs Flat,39.73658,-119.02267,17,7.65,
USGS Well CDDH-64A,39.65492,-118.76154,37.5,8.1,
NWIS Spring  (C-26- 9)34dcb-S1,38.50191,-112.85106,38.3,6.8,55.8
NWIS Spring  (C-26- 9)34dcb-S1,38.50191,-112.85106,85,8.5,55.8
NWIS Well 015S045E31M001M,36.60745,-117.13506,28,8,
NWIS Well 015S045E31M001M,36.60745,-117.13506,27,8.2,
NWIS Well 015S045E31M001M,36.60745,-117.13506,26.5,7.8,
NWIS Well 015S044E36J005M,36.60661,-117.14423,28.5,7.6,
NWIS Well 015S044E36J006M,36.60661,-117.14284,29,7.5,
NWIS Well 015S044E36K004M,36.60661,-117.13979,29.5,7.8,
NWIS Well 015S044E36J006M,36.60661,-117.14284,28,8,
NWIS Well 015S044E36J006M,36.60661,-117.14284,28.5,7.8,
NWIS Well 015S044E36K007M,36.60661,-117.14729,28.5,7.5,
NWIS Well 015S044E36J005M,36.60661,-117.14423,28.5,7.3,
NWIS Well 015S044E36K005M,36.60633,-117.14534,29.5,7.4,
USGS-06,36.26468,-116.35671,,9.4,
Well-05,36.23746,-116.37337,20.2,9,
NWIS Well 026S040E11J003M,35.68579,-117.63645,27.5,7.5,
NWIS Well 026S039E19Q001M,35.73551,-117.81701,21.5,7.5,113.1
NWIS Well  (B-11-18)32b  -,41.63548,-112.44524,15.6,8,7.6
NWIS Well  (B-12-10)20adc- 1,41.75576,-113.00137,,7.6,
NWIS Well  (B- 1-18)31dac- 3,40.78187,-113.94028,18,7.8,243.9
NWIS Well  (C- 3- 1) 4acb- 1,40.59003,-111.95604,,9.8,189
NWIS Spring  (C-11-14) 4aab-S1,39.89716,-113.43193,17.5,7.4,129.7
NWIS Well 015S045E31M001M,36.60745,-117.13506,27,8.5,
NWIS Well 015S045E31M001M,36.60745,-117.13506,27.1,7.4,
NWIS Well 015S045E31M001M,36.60745,-117.13506,41,7.1,
NWIS Well 015S045E31M001M,36.60745,-117.13506,34,7.5,
NWIS Well 015S044E36J006M,36.60661,-117.14284,30,7.6,
NWIS Well 015S044E36J006M,36.60661,-117.14284,29,7.6,
NWIS Well 015S044E36J005M,36.60661,-117.14423,28.5,7.6,
NWIS Well 015S044E36J005M,36.60661,-117.14423,28,8.6,
NWIS Well 015S044E36J005M,36.60661,-117.14423,28.5,7.8,
NWIS Well 015S044E36J005M,36.60661,-117.14423,29.1,7.6,
NWIS Well 015S044E36K007M,36.60661,-117.14729,27.7,7.2,
NWIS Well 015S044E36K005M,36.60633,-117.14534,28,7.8,
NWIS Well 025S040E33L001M,35.71607,-117.67840,24.5,9.8,
NWIS Well 026S040E11J001M,35.68551,-117.63645,24,8.8,
NWIS Well 019N005E32Z001S,35.69997,-116.47586,,7.7,23
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,23,8.1,
NWIS Spring  (C-41-13)25cdb-S1,37.18554,-113.26884,41.7,7.2,
NWIS Spring  (B- 8-13)36ddd-S1,41.36548,-113.26971,,7.2,
NWIS Well  (C- 1- 3)15dbb- 2,40.73106,-112.16633,18.5,8,231.7
NWIS Spring  (C-11-14) 4aab-S1,39.89716,-113.43193,17.5,7.5,129.7
Desert Peak Geothermal Injection Well,39.75971,-118.92659,27,5.79,
USGS Well CDAH-15,39.51992,-118.60459,18.5,8.2,
USGS Brown Well,39.29781,-117.46398,9.8,8,
NWIS Well 015S044E36J006M,36.60661,-117.14284,29,7.6,
NWIS Well 015S044E36J005M,36.60661,-117.14423,28.5,8,
NWIS Well 015S044E36K004M,36.60661,-117.13979,29,7.6,
NWIS Well 015S044E36K005M,36.60633,-117.14534,27.8,7.4,
NWIS Well 026S040E01Q002M,35.69690,-117.62729,20.5,7.1,
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,17,7.9,
NWIS Spring  (C-10- 2)15ddd-S1,40.02662,-112.03550,25.5,7.6,136.6
NWIS Well  (B-15- 9)28cbc- 1,41.99881,-112.88193,26,7.1,
NWIS Well  (B- 2-17)33dcc- 1,40.86410,-113.79361,24.4,9.6,287.5
NWIS Spring  (C-11-14) 4aab-S1,39.89716,-113.43193,,7.5,129.7
Soda Lake Geothermal Well 84-33 (Chevron),39.55551,-118.83959,,7,1513.9
Soda Lake Geothermal Well 84-33 (Chevron),39.55551,-118.83959,27,7.05,
NWIS Well 015S044E36J005M,36.60661,-117.14423,30,7.7,
NWIS Well 015S044E36K007M,36.60661,-117.14729,29,7.3,
NWIS Well 015S044E36L001M,36.60633,-117.14784,28.5,7.4,
NWIS Well 025S040E33L001M,35.71607,-117.67840,19,10.1,
NWIS Well  (B- 1-18)29ccc- 1,40.79437,-113.93473,28,7.7,243.9
NWIS Spring  (D- 7- 1)26cac-S1,40.17662,-111.80160,32,6.7,146.3
USGS Well CDDH-58A,39.72380,-118.75237,14.5,7.4,
USGS Well CDAH-59B,39.64825,-118.77821,13,7.3,4.9
NWIS Well 015S044E36K004M,36.60661,-117.13979,30,8.1,
NWIS Well 015S044E36J005M,36.60661,-117.14423,28.5,7.6,
NWIS Well 015S044E36K005M,36.60633,-117.14534,29,7.2,
NWIS Well 015S044E36L001M,36.60633,-117.14784,28.8,7.7,
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,23,7.8,
NWIS Well  (B-10- 8)13cbd- 1,41.58965,-112.71748,18,8,87.2
NWIS Well  (B- 1-18)31acd- 1,40.78437,-113.94334,16,8,243.9
NWIS Well 015S044E36G002M,36.60911,-117.14312,26,7,
NWIS Well 015S044E36K004M,36.60661,-117.13979,30,7.6,
NWIS Well 015S044E36K001M,36.60661,-117.14701,28,8.2,
NWIS Well 015S044E36K004M,36.60661,-117.13979,29.2,7.2,
NWIS Well 015S044E36L001M,36.60633,-117.14784,28.5,7.1,
NWIS Well 015S044E36L001M,36.60633,-117.14784,28.3,7.2,
USGS-04,36.26468,-116.35671,22,9,
NWIS Well 026S040E01A002M,35.70773,-117.61673,23,9.9,
NWIS Well 026S040E01Q002M,35.69690,-117.62729,27,7.2,
NWIS Well 026S040E01Q002M,35.69690,-117.62729,31,6.5,
NWIS Site,34.71831,-118.15813,26.5,8,128
NWIS Well  (B-11-18)32b  -,41.63548,-112.44524,57.2,8.1,7.6
NWIS Well 01S 35E 12DBC1,43.34491,-112.30470,18.5,7.8,358.5
NWIS Well  (B- 1-18)31bda- 2,40.78743,-113.94806,21,7.7,243.9
NWIS Well  (B- 1-18)31bda- 1,40.78743,-113.94806,26,7.8,243.9
NWIS Well  (B- 1-18)31bda- 3,40.78743,-113.94806,,7.9,243.9
NWIS Well  (C- 1- 1)26dba- 4,40.70411,-111.91771,13,7.1,228.7
Drill Hole Well 36,39.58464,-118.84432,25.4,7.6,21.1
Soda Lake Geothermal Well 84-33 (Chevron),39.55551,-118.83959,31,5.53,
NWIS Spring  (C-26- 9)34bd -S1,38.50358,-112.85134,24.4,7.7,56.4
NWIS Well 015S045E31M001M,36.60745,-117.13506,30,8.4,
NWIS Well 015S045E31M001M,36.60745,-117.13506,28.5,8.1,
NWIS Well 015S044E36L001M,36.60633,-117.14784,30,7.5,
NWIS Well 015S044E36L001M,36.60633,-117.14784,29,7.6,
NWIS Well 015S044E36L001M,36.60633,-117.14784,27.8,8.2,
NWIS Well  (B- 4-10)25bcc- 1,41.05827,-112.93415,16.1,7.9,322.3
NWIS Well  (C- 1-19) 2adb- 1,40.77215,-113.96529,24.5,7.5,201.2
NWIS Spring  (D- 7- 1)26cbd-S1,40.17634,-111.80243,32,6.7,146.3
NWIS Spring  (C-12-14)23dcc-S1,39.75633,-113.38720,20,7.3,122
NWIS Well 015S044E36L001M,36.60633,-117.14784,28,8.5,
NWIS Well 015S044E36K005M,36.60633,-117.14534,29,7.8,
NWIS Well 015S044E36M001M,36.60578,-117.15590,28.5,7.8,
NWIS Well  (B-11-18)32b  -,41.63548,-112.44524,25,8.1,7.6
NWIS Well  (B-11-18)32b  -,41.63548,-112.44524,,7.8,7.6
NWIS Well  (B-12-11) 4bcc- 1,41.79575,-113.11166,19.5,7.6,
Byers Monitoring Well ,39.38761,-119.74372,92.8,8.18,
NWIS Well  (C- 3- 1) 4acb- 1,40.59003,-111.95604,,8.5,189
USGS Well CDAH-13A,39.70683,-118.77029,19.5,7.8,21.2
Kennametals Well,39.63491,-118.78988,36,7.4,191.1
NWIS Site,38.90908,-119.96407,22,7.8,67.7
NWIS Well  (C-22- 6)32dad- 1,38.85191,-112.54244,17,6.9,61.6
NWIS Well 015S044E36G001M,36.60911,-117.14312,27.5,8,
NWIS Well 015S044E36G001M,36.60911,-117.14312,29.5,8.3,
NWIS Well 015S044E36J001M,36.60800,-117.14256,29,7.8,
NWIS Well 015S044E36J001M,36.60800,-117.14256,29.5,7.7,
NWIS Well 015S044E36J001M,36.60800,-117.14256,28,8.7,
NWIS Well 015S044E36J001M,36.60800,-117.14256,29,7.9,
NWIS Well 015S044E36M001M,36.60578,-117.15590,28.5,7.7,
NWIS Well 015S044E36M001M,36.60578,-117.15590,28.7,7.9,
NWIS Well 015S044E36M001M,36.60578,-117.15590,31,7.5,
NWIS Well 015S044E36M001M,36.60578,-117.15590,30,7.6,
USBR Well WG013 - Tailings Pond,36.10303,-115.03555,18,7.2,
NWIS Well 026S040E01Q002M,35.69690,-117.62729,32,7.2,
NWIS Well  (B-15- 9)28cbc- 1,41.99881,-112.88193,23,7.5,
NWIS Well  (C-11-11)12aba- 1,39.88439,-113.02914,,8.2,123.5
NWIS Well 10S 20E 10ACD1,42.56991,-114.09531,25,8.2,130.1
USGS Lead Lake Well 3,39.61242,-118.54598,14.5,7.5,
Warm well,39.44967,-112.78273,21,8,103
NWIS Site,38.90908,-119.96351,21,7.1,67.1
NWIS Well 015S044E36J001M,36.60800,-117.14256,28.5,7.6,
NWIS Well 015S044E36J001M,36.60800,-117.14256,28.5,7.6,
NWIS Well 015S044E36J001M,36.60800,-117.14256,27.3,8,
NWIS Well 015S044E36J001M,36.60800,-117.14256,27,7.5,
NWIS Well 015S044E36L001M,36.60633,-117.14784,29,7.2,
NWIS Well 015S044E36M001M,36.60578,-117.15590,28,7.7,
NWIS Well 015S044E36M001M,36.60578,-117.15590,27.9,8.1,
NWIS Well 015S044E36M001M,36.60578,-117.15590,28,7.7,
NWIS Well 015S044E36M001M,36.60578,-117.15590,26.5,7.9,
NWIS Well 015S044E36M001M,36.60578,-117.15590,28,7.7,
NWIS Well 026S041E07G001M,35.69634,-117.60117,22,8.7,
NWIS Well 026S041E07G001M,35.69634,-117.60117,21,8.6,
NWIS Site,34.68666,-118.15980,,7.7,147.8
NWIS Well 008N011W18L001S,34.78248,-118.08979,,8.7,
Byers Monitoring Well ,39.38761,-119.74372,89.4,7.71,
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,19,7.7,
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,31,7.9,
NWIS Spring  (B- 1- 1)25dbb-S1,40.79133,-111.90105,40.5,7.9,243.9
NWIS Well  (C- 1- 2)17adc- 1,40.73328,-112.08689,21,7.7,260.3
Hot spring,43.22603,-111.10827,37,6.5,214.6
NWIS Spring  (B-11- 4)34dcc-S1,41.63771,-112.28329,18.5,7.8,
NWIS Well  (C- 1- 2) 5bbb- 1,40.76800,-112.10022,13.5,7.8,240.9
NWIS Well  (C- 1- 4)36ccb- 3,40.68467,-112.25495,17.2,7.3,227.1
NWIS Spring  (C- 4-19)20abb-S1,40.47077,-114.02556,26.5,7.7,168.6
NWIS Well U(C- 3-11)15cbb- 1,40.21940,-111.12211,,8.9,149.4
USGS Well CDAH-12A,39.62047,-118.81960,17.5,8.1,22.4
USGS Geothermal Well CDDH-14A,39.56880,-118.85099,43,6.34,
NWIS Well 015S044E36G001M,36.60911,-117.14312,27.5,8.3,
NWIS Well 015S044E36G001M,36.60911,-117.14312,26.5,7.9,
NWIS Well 015S044E36G001M,36.60911,-117.14312,26.5,8.1,
NWIS Well 015S044E36G001M,36.60911,-117.14312,27,8.3,
NWIS Well 015S044E36K005M,36.60633,-117.14534,30,7.1,
NWIS Well 015S044E36M001M,36.60578,-117.15590,28,7.3,
NWIS Well 026S040E06D002M,35.71134,-117.72257,24,9.7,
NWIS Well 026S040E01Q001M,35.69829,-117.62312,37,5.9,
Coso Well 43-7,36.03665,-117.80955,171,7.1,
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,27,7.6,
NWIS Spring  (C- 4-19) 7abc-S2,40.49877,-114.04534,28,7.2,171.9
USGS Geothermal Well CDDH-14A,39.56880,-118.85099,,6.98,150
NWIS Well 028 N35 E25 27BDD 1,40.87240,-119.16990,15.1,8.4,
NWIS Spring  (D- 7- 1)26cac-S2,40.17606,-111.80188,24,6.6,140.2
NWIS Well  (D- 8- 1)10bcb- 1,40.13829,-111.82382,36,6.5,142.1
NWIS Spring  (C-12-14)23dcc-S1,39.75633,-113.38720,22,7.5,122
USGS Geothermal Well CDPW-44A,39.54325,-118.55542,80,8.1,
NWIS Well  (D-17- 6)29cbb- 1,39.31746,-111.27517,,7.8,91.5
NWIS Well 015S044E36M001M,36.60578,-117.15590,29,7.2,
USBR Well PG227 - Tailings Pond,36.08081,-114.99388,19.5,7.4,
USEPA Well L627 - Tailings Pond,36.07053,-114.99888,23,7.5,
NWIS Well 026S040E06D001M,35.70940,-117.72257,23.5,10,
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,28,8.3,
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,20,7.7,
S Black Rock Hot Springs,40.92494,-119.01460,21.1,8.2,
NWIS Well  (B- 1- 2) 7ccc- 1,40.82689,-112.11994,13.5,7.9,243.9
NWIS Well  (C- 1- 2) 5bbb- 1,40.76800,-112.10022,13.5,7.6,240.9
NWIS Spring  (D- 8- 1) 9adc-S1,40.13662,-111.82938,36.5,6.5,142.1
USGS Well CDDH-101A,39.61131,-118.55737,14.8,8.6,
USGS Well CDDH-108A,39.49159,-118.54681,18,8.3,
USGS Well CDDH-108A,39.49159,-118.54681,17.5,8.2,27.1
NWIS Well  (C-19-12)36bca- 1,39.11773,-113.15746,16,7.8,79.3
NWIS Well  (C-23- 6)21bdd- 1,38.79663,-112.53355,14,7.1,60.4
NWIS Well  (C-23- 6)21bdd- 1,38.79663,-112.53355,14,7.2,126.5
NWIS Well 015S044E36K006M,36.60522,-117.14479,28,7.4,
NWIS Well 015S044E36K006M,36.60522,-117.14479,27.9,7.2,
NWIS Well 015S044E36K006M,36.60522,-117.14479,28,6.8,
NWIS Well 027S040E03J001M,35.61246,-117.65340,,7,45.7
NWIS Well  (B-12- 5) 7ddc- 1,41.78465,-112.45636,9.5,7.8,18
NWIS Well  (B- 1- 2)27cac- 1,40.78717,-112.05828,25,7.2,243.9
Soda Lake Geothermal Well 1-29 (Chevron),39.56408,-118.86016,160,8.4,
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,22,7.9,
NWIS Well  (B-11-18)32b  -,41.63548,-112.44524,79.4,8.4,7.6
NWIS Spring  (D- 8- 1) 3dda-S1,40.14579,-111.80771,31.7,7.6,142.4
Steam Geyser - The Needle Rocks Hot Springs,40.14587,-119.67693,93,7.8,
NWIS Well  (B-15- 9)28cbc- 1,41.99881,-112.88193,24.5,7.3,
NWIS Well 028 N33 E24 01CB 1,40.75418,-119.20732,11.6,11.2,
NWIS Spring  (C- 4-19) 7abc-S1,40.49882,-114.04501,29,7.5,171.9
Hot Spring - San Emidio Desert,40.39157,-119.40769,95,6.6,90
NWIS Spring  (D- 8- 1) 2ccb-S1,40.14606,-111.80660,29,7.1,142.7
NWIS Spring  (C-12-12)10cbd-S1,39.78856,-113.19025,22,7.3,122
USGS Lead Lake Well 3,39.61242,-118.54598,15.5,7.4,
USGS Well CDDH-101A,39.61131,-118.55737,17,8.3,31.4
NWIS Site,38.90935,-119.96323,20.6,6.4,68.6
NWIS Site,38.90908,-119.96351,22,7.2,67.1
NWIS Well 015S044E36H001M,36.60911,-117.14256,29,7.7,
NWIS Well  (B-11-18)32b  -,41.63548,-112.44524,7,8.1,7.6
NWIS Spring 018N007E30FS01S,35.62414,-116.27697,,8,
NWIS Well 08S 23E 17CCC1,42.72102,-113.80327,20,8.1,90.2
NWIS Well  (B- 1- 3)24bdd- 1,40.80661,-112.13189,19.5,7.3,243.9
HEISE HOT SPS,43.64269,-111.69079,49,6.7,
NWIS Well  (B-15- 9)28cbc- 1,41.99881,-112.88193,24.5,7.5,
Colado Well 1,40.24412,-118.38548,60,7.56,
USGS Well CDAH-56C,39.69436,-118.73821,18.2,7.8,23.3
USGS Lead Lake Well 3,39.61242,-118.54598,18,7.4,
USGS Well CDR-30,39.58492,-118.72376,,6.4,3.7
USGS Geothermal Well CDPW-44A,39.54325,-118.55542,93.7,8.2,58.8
USGS Geothermal Well CDPW-26A,39.52242,-118.55070,98,8,
USGS Well CDAH-24,39.50214,-118.53403,20,8.5,
NWIS Well  (C-23- 6) 8abd- 1,38.83135,-112.54828,14.5,6.6,61
NWIS Well  (C-23- 6) 9bca- 1,38.82941,-112.53828,16,7,61
NWIS Well  (C-23- 6)17cdc- 1,38.80413,-112.55466,16.5,7.3,61
NWIS Well  (C-23- 6)21bdd- 1,38.79663,-112.53355,13,7.2,60.4
NWIS Well  (C-23- 6)21bdd- 1,38.79663,-112.53355,13.5,7.4,126.5
NWIS Well 015S044E36H001M,36.60911,-117.14256,27.5,7.6,
NWIS Well 015S044E36K002M,36.60661,-117.14701,28.5,7.9,
NWIS Well 015S044E36K002M,36.60661,-117.14701,31,8.3,
NWIS Well 015S044E36M001M,36.60578,-117.15590,29,7.7,
NWIS Well 015S044E36K006M,36.60522,-117.14479,29,7.6,
NWIS Well 015S044E36K006M,36.60522,-117.14479,29.1,7.7,
USGS-04,36.26468,-116.35671,,9.3,
NWIS Site,34.68666,-118.15980,14,6.8,153.9
NWIS Well  (B- 1- 2) 7ccc- 1,40.82689,-112.11994,16,8.3,243.9
NWIS Well  (B-13- 5)16ccc- 1,41.85548,-112.43552,18.5,7.8,
HEISE HOT SPS,43.64269,-111.69079,48,6.7,
NWIS Well 025S038E23H002M,35.74773,-117.85118,16.5,7.3,91.4
Geothermal Well Deep Blue 1,40.99227,-118.13271,65,8.3,
NWIS Spring  (D- 9- 4)18baa-S1,40.03718,-111.52908,40,7.9,137.2
NWIS Well 030S042E20K001M,35.31024,-117.49367,21,8,
NWIS Spring  (B-14- 1)33abd-S1,41.91409,-111.95856,,7.7,
NWIS Well  (C- 1- 2) 5bbb- 1,40.76800,-112.10022,13.5,6.8,240.9
Orifice 48 - Great Boiling Springs / Gerlach Hot Springs,40.66152,-119.36622,93.8,7.2,
Hot Well - Humboldt House,40.58991,-118.28098,77,6.14,
NWIS Spring  (C- 4-19)20abb-S1,40.47077,-114.02556,27,7.7,168.6
Hot Spring - San Emidio Desert,40.39157,-119.40769,89,6.6,
Hot Spring - San Emidio Desert,40.39157,-119.40769,79,6.7,
USGS Well DH-102A,39.58297,-118.55264,,8.5,
Soda Lake Geothermal Well 1-29 (Chevron),39.56408,-118.86016,132,6.8,
USFWS Well 2 (West Canal) - Stillwater,39.54936,-118.50653,24,8.1,
USGS Well CDD-117A,39.52102,-118.54709,67,8.5,20.4
USGS Well CDAH-23,39.48242,-118.56431,19,8.4,
Well DR-SW-LY-17-L1,39.36853,-118.78043,17.5,8.7,
NWIS Site,38.90880,-119.96212,21.7,9.1,64
NWIS Well  (C-23- 6) 8abd- 1,38.83135,-112.54828,14.5,7.2,61
NWIS Well  (C-23- 6) 9bca- 1,38.82941,-112.53828,17,6.9,61
NWIS Well  (C-23- 6) 9bca- 1,38.82941,-112.53828,16.5,6.9,61
NWIS Well  (C-23- 6) 9bca- 1,38.82941,-112.53828,15,6.6,61
NWIS Well  (C-23- 6) 9bca- 1,38.82941,-112.53828,17,7.5,61
Warm Well - Hawthorne,38.63992,-118.75097,23,9.45,
NWIS Well 015S044E36H001M,36.60911,-117.14256,27.5,7.7,
NWIS Well 015S044E36H001M,36.60911,-117.14256,27,7.8,
NWIS Well 015S044E36H001M,36.60911,-117.14256,28,7.4,
NWIS Well 015S044E36H001M,36.60911,-117.14256,26.5,7.6,
NWIS Well 015S044E36H001M,36.60911,-117.14256,28.5,7.4,
NWIS Well 015S044E36K002M,36.60661,-117.14701,34,7.4,
NWIS Well 015S044E36K006M,36.60522,-117.14479,28,8.3,
NWIS Well 015S044E36K006M,36.60522,-117.14479,29,7.6,
NWIS Well 026S040E12G001M,35.69023,-117.62173,26.5,5.6,
NWIS Well 027S040E03P001M,35.60829,-117.66451,,7,36.6
NWIS Well 027S040E03P001M,35.60829,-117.66451,,7,36.6
NWIS Spring  (B-14- 1)33aca-S1,41.91354,-111.95801,31,7.6,
NWIS Spring  (B-11-10)12aac-S1,41.69992,-112.92582,12.8,7.9,
NWIS Spring  (B-11-10)12aac-S1,41.69992,-112.92582,7.8,7.9,
Colado Well 2,40.24491,-118.38798,61,7.3,
NWIS Well  (B- 5- 4)21cbb- 1,41.15105,-112.32189,19.5,7.5,548.8
NWIS Well 015S045E31M001M,36.60745,-117.13506,27.5,7.7,
NWIS Well  (C- 2- 5)35caa- 1,40.60828,-112.38217,,7.3,200.6
NWIS Well  (C-42-14)13dca-10,37.12915,-113.37301,,8.3,
NWIS Well 030S042E20J001M,35.30941,-117.49228,,7.6,
NWIS Well  (B-15- 9)28cbc- 1,41.99881,-112.88193,24.5,7.4,
NWIS Well  (B- 5-13)31acd- 1,41.10687,-113.37249,22,7.7,371
NWIS Well  (A- 1- 1)31acb- 1,40.77939,-111.88105,14,6.9,243.9
NWIS Well  (C- 1- 2) 5bbb- 1,40.76800,-112.10022,13.5,7.3,240.9
Orifice 19 - Great Boiling Springs / Gerlach Hot Springs,40.66240,-119.36630,100,7.2,
Great Boiling Springs / Gerlach Hot Springs,40.65990,-119.36435,86,7.2,
Mud Springs 1 - Gerlach,40.65360,-119.37662,79,7.1,
Mud Springs 2 - Gerlach,40.65306,-119.37498,91.4,7.7,
The Needle Rocks Hot Springs,40.14540,-119.67393,65,7.3,
NWIS Well  (D- 8- 1) 3dda- 1,40.14523,-111.80715,25,7,142.4
NWIS Spring  (C-12-12)10cbd-S1,39.78856,-113.19025,13.5,7.2,122
Paiute Drive Well (Artesian),39.61103,-118.55209,19.5,8.1,
USGS Geothermal Well CDPW-44A,39.54325,-118.55542,98,8.1,
USGS Well CDDH-123A,39.53186,-118.55681,47,7.7,37.8
Corral Spring 1 - Carson Lake Hot Springs,39.35633,-118.66428,77,7.5,
NWIS Well 015S044E36H001M,36.60911,-117.14256,28.5,7.8,
NWIS Well 015S044E36G001M,36.60911,-117.14312,25.1,7.5,
NWIS Well 015S044E36K002M,36.60661,-117.14701,31.3,7.7,
NWIS Well 015S044E36J006M,36.60661,-117.14284,28.5,7.3,
NWIS Well 024S040E33N001M,35.79801,-117.66868,20,9.2,24.4
NWIS Well 025S040E33L001M,35.71607,-117.67840,,9.9,
NWIS Site,34.68666,-118.15980,14,7.3,153.9
NWIS Spring  (B-11-10)12aac-S1,41.69992,-112.92582,13.3,7.8,
Borax Spring - Great Boiling Springs / Gerlach Hot Springs,40.66073,-119.36602,95.5,7.1,
NWIS Spring  (B-12- 7)21cad-S2,41.75159,-112.65803,,8.1,
NWIS Well  (B-11-18)32b  -,41.63548,-112.44524,48.9,8.5,7.6
NWIS Site,34.68666,-118.15980,27,7.4,80.8
NWIS Well  (B- 1- 2)36baa- 3,40.78328,-112.01661,15,8.5,243.9
NWIS Well 030S038E08J001M,35.33746,-117.91590,28,7.6,
NWIS Well 030S038E32D001M,35.28357,-117.93201,,7.3,91.4
NWIS Well 015S044E36K002M,36.60661,-117.14701,34,7.8,
NWIS Spring 14S 36E 27CDA1S,42.17325,-112.24024,25,6.5,
NWIS Well 15S 26E 22DDD1,42.09769,-113.39361,78.5,8.2,
NWIS Spring  (B-11- 9) 5cca-S1,41.69715,-112.89526,11.5,7.6,
NWIS Well  (B- 1- 2)36baa- 1,40.78300,-112.01633,27,7.5,243.9
NWIS Well  (B- 1- 2)36baa- 1,40.78300,-112.01633,26,7.6,243.9
NWIS Well  (B- 1- 2)36baa- 1,40.78300,-112.01633,27,7.5,243.9
NWIS Well  (C- 1- 2) 6aaa- 1,40.76800,-112.10133,21,7.8,242.4
Orifice 19 - Great Boiling Springs / Gerlach Hot Springs,40.66240,-119.36630,98,7.4,
Borax Spring - Great Boiling Springs / Gerlach Hot Springs,40.66073,-119.36602,88.6,7.3,
Borax Spring - Great Boiling Springs / Gerlach Hot Springs,40.66073,-119.36602,,8.2,
NWIS Spring  (C- 4-10)18dba-S1,40.46799,-113.01609,16,7.6,168.6
NWIS Site,38.90880,-119.96212,25,9.5,64
NWIS Well  (C-23- 6) 5cbc- 1,38.83747,-112.56078,15,7.2,61
NWIS Well  (C-23- 6) 8abd- 1,38.83135,-112.54828,13,6.7,61
NWIS Well  (C-23- 6) 8abd- 1,38.83135,-112.54828,15,7.5,61
NWIS Well  (C-23- 6) 9ccd- 1,38.81941,-112.53800,15,7.1,61
NWIS Well  (C-23- 6)16bad- 1,38.81552,-112.53328,14,7.1,61
NWIS Well 026S041E07E001M,35.69468,-117.61006,22,8.7,
